CIE-10	Enfermedad	MF	MG	MF o MG	Atencion_primaria	Especialistas	Especialista_1	A1	A2	A3	A4	A5	Especialista_1_Total_k	Especialista_2	B1	B2	B3	B4	B5	Especialista_2_Total_k	Especialista_3	C1	C2	C3	C4	C5	Especialista_3_Total_k	Especialista_4	D1	D2	D3	D4	D5	Especialista_4_Total_k	Especialista_5	E1	E2	E3	E4	E5	Especialista_5_Total_k	Totales	Grupo Etario
G56.8	OTRAS MONONEUROPATIAS DEL MIEMBRO SUPERIOR	0	0	1	1	4	NEUROLOGIA	3	0	0	0	0	3	ORTOPEDIA Y TRAUMATOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
G56.9	MONONEUROPATIA DEL MIEMBRO SUPERIOR SIN OTRA ESPECIFICACION	0	0	2	2	3	NEUROLOGIA	3	0	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H04.0	DACRIOADENITIS	0	0	0	0	5	OFTALMOLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H04.1	OTROS TRASTORNOS DE LA GLANDULA LAGRIMAL	0	1	2	3	2	OFTALMOLOGIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H04.2	EPIFORA	0	0	2	2	3	OFTALMOLOGIA	1	2	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H04.3	INFLAMACION AGUDA Y LA NO ESPECIFICADA DE LAS VIAS LAGRIMALES	1	0	2	3	2	OFTALMOLOGIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H04.4	INFLAMACION CRONICA DE LAS VIAS LAGRIMALES	0	1	1	2	3	OFTALMOLOGIA	1	2	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H04.5	ESTENOSIS E INSUFICIENCIA DE LAS VIAS LAGRIMALES	0	0	0	0	5	OFTALMOLOGIA	2	3	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H04.6	OTROS CAMBIOS DE LAS VIAS LAGRIMALES	0	1	2	3	2	OFTALMOLOGIA	2	0	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H04.8	OTROS TRASTORNOS ESPECIFICADOS DEL APARATO LAGRIMAL	1	0	2	3	2	OFTALMOLOGIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H04.9	TRASTORNO DEL APARATO LAGRIMAL NO ESPECIFICADO	0	1	3	4	1	OFTALMOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H10.0	CONJUNTIVITIS MUCOPURULENTA	1	0	3	4	1	OFTALMOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H10.1	CONJUNTIVITIS ATOPICA AGUDA	0	0	3	3	2	OFTALMOLOGIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H10.2	OTRAS CONJUNTIVITIS AGUDAS	0	1	4	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H10.3	CONJUNTIVITIS AGUDA NO ESPECIFICADA	1	2	2	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H10.4	CONJUNTIVITIS CRONICA	0	0	1	1	4	OFTALMOLOGIA	1	3	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H10.5	BLEFAROCONJUNTIVITIS	0	0	4	4	1	OFTALMOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H10.8	OTRAS CONJUNTIVITIS	1	1	2	4	1	OFTALMOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H10.9	CONJUNTIVITIS NO ESPECIFICADA	1	2	2	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H11.0	PTERIGION	0	0	1	1	4	OFTALMOLOGIA	1	2	0	1	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H11.1	DEGENERACIONES Y DEPOSITOS CONJUNTIVALES	1	0	0	1	4	OFTALMOLOGIA	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H11.2	CICATRICES CONJUNTIVALES	0	0	0	0	5	OFTALMOLOGIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H11.3	HEMORRAGIA CONJUNTIVAL	2	0	1	3	2	OFTALMOLOGIA	2	0	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H11.4	OTROS TRASTORNOS VASCULARES Y QUISTES CONJUNTIVALES	1	0	0	1	4	OFTALMOLOGIA	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H11.8	OTROS TRASTORNOS ESPECIFICADOS DE LA CONJUNTIVA	1	0	1	2	3	OFTALMOLOGIA	0	3	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H11.9	TRASTORNO DE LA CONJUNTIVA NO ESPECIFICADO	0	1	1	2	3	OFTALMOLOGIA	0	3	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H25.0	CATARATA SENIL INCIPIENTE	1	0	0	1	4	OFTALMOLOGIA	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H25.1	CATARATA SENIL NUCLEAR	0	0	0	0	5	OFTALMOLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H25.2	CATARATA SENIL TIPO MORGAGNIAN	1	0	0	1	4	OFTALMOLOGIA	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H25.8	OTRAS CATARATAS SENILES	2	0	0	2	3	OFTALMOLOGIA	3	0	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H25.9	CATARATA SENIL NO ESPECIFICADA	0	0	0	0	5	OFTALMOLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H26.0	CATARATA INFANTIL JUVENIL Y PRESENIL	1	0	0	1	4	OFTALMOLOGIA	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H26.1	CATARATA TRAUMATICA	0	0	0	0	5	OFTALMOLOGIA	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H26.2	CATARATA COMPLICADA	0	0	0	0	5	OFTALMOLOGIA	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H26.3	CATARATA INDUCIDA POR DROGAS	0	0	0	0	5	OFTALMOLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H26.4	CATARATA RESIDUAL	1	0	0	1	4	OFTALMOLOGIA	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H26.8	OTRAS FORMAS ESPECIFICADAS DE CATARATA	1	0	0	1	4	OFTALMOLOGIA	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H26.9	CATARATA NO ESPECIFICADA	0	0	0	0	5	OFTALMOLOGIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H35.0	RETINOPATIAS DEL FONDO Y CAMBIOS VASCULARES RETINIANOS	0	0	0	0	5	OFTALMOLOGIA	4	0	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H35.2	OTRAS RETINOPATIAS PROLIFERATIVAS	0	0	0	0	5	OFTALMOLOGIA	4	0	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H35.3	DEGENERACION DE LA MACULA Y DEL POLO POSTERIOR DEL OJO	0	0	0	0	5	OFTALMOLOGIA	4	0	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H35.4	DEGENERACION PERIFERICA DE LA RETINA	0	0	0	0	5	OFTALMOLOGIA	4	0	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H35.5	DISTROFIA HEREDITARIA DE LA RETINA	0	0	0	0	5	OFTALMOLOGIA	4	0	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H35.6	HEMORRAGIA RETINIANA	0	0	0	0	5	OFTALMOLOGIA	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H35.7	SEPARACION DE LAS CAPAS DE LA RETINA	0	0	0	0	5	OFTALMOLOGIA	4	0	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H35.8	OTROS TRASTORNOS ESPECIFICADOS DE LA RETINA	0	0	0	0	5	OFTALMOLOGIA	4	0	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H35.9	TRASTORNO DE LA RETINA NO ESPECIFICADO	0	0	0	0	5	OFTALMOLOGIA	4	0	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H40.0	SOSPECHA DE GLAUCOMA	1	1	0	2	3	OFTALMOLOGIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H40.1	GLAUCOMA PRIMARIO DE ANGULO ABIERTO	2	0	0	2	3	OFTALMOLOGIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H40.2	GLAUCOMA PRIMARIO DE ANGULO CERRADO	0	0	0	0	5	OFTALMOLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H40.3	GLAUCOMA SECUNDARIO A TRAUMATISMO OCULAR	0	0	0	0	5	OFTALMOLOGIA	5	0	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H40.4	GLAUCOMA SECUNDARIO A INFLAMACION OCULAR	1	0	0	1	4	OFTALMOLOGIA	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H40.5	GLAUCOMA SECUNDARIO A OTROS TRASTORNOS DEL OJO	0	0	0	0	5	OFTALMOLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H40.6	GLAUCOMA SECUNDARIO A DROGAS	1	0	0	1	4	OFTALMOLOGIA	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H40.8	OTROS GLAUCOMAS	2	0	0	2	3	OFTALMOLOGIA	1	2	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H40.9	GLAUCOMA NO ESPECIFICADO	2	0	0	2	3	OFTALMOLOGIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H52.0	HIPERMETROPIA	0	0	0	0	5	OFTALMOLOGIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H52.1	MIOPIA	0	0	0	0	5	OFTALMOLOGIA	2	2	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H52.2	ASTIGMATISMO	0	0	0	0	5	OFTALMOLOGIA	2	2	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H52.3	ANISOMETROPIA Y ANISEICONIA	0	0	0	0	5	OFTALMOLOGIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H52.4	PRESBICIA	0	0	0	0	5	OFTALMOLOGIA	2	2	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H52.5	TRASTORNOS DE LA ACOMODACION	0	0	0	0	5	OFTALMOLOGIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H52.6	OTROS TRASTORNOS DE LA REFRACCION	0	0	0	0	5	OFTALMOLOGIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H52.7	TRASTORNO DE LA REFRACCION NO ESPECIFICADO	0	0	0	0	5	OFTALMOLOGIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H61.0	PERICONDRITIS DEL OIDO EXTERNO	1	0	0	1	4	OTORRINOLARINGOLOGIA	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H61.2	CERUMEN IMPACTADO	3	0	1	4	1	OTORRINOLARINGOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H61.8	OTROS TRASTORNOS ESPECIFICADOS DEL OIDO EXTERNO	2	0	2	4	1	OTORRINOLARINGOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H61.9	TRASTORNO DEL OIDO EXTERNO NO ESPECIFICADO	3	0	1	4	1	OTORRINOLARINGOLOGIA	0	0	1	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H81.0	ENFERMEDAD DE MENIÃRE	1	0	0	1	4	OTORRINOLARINGOLOGIA	1	3	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H81.1	VERTIGO PAROXISTICO BENIGNO	2	0	2	4	1	OTORRINOLARINGOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H81.2	NEURONITIS VESTIBULAR	0	0	0	0	5	OTORRINOLARINGOLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H81.3	OTROS VERTIGOS PERIFERICOS	2	0	1	3	2	OTORRINOLARINGOLOGIA	0	0	2	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H81.4	VERTIGO DE ORIGEN CENTRAL	0	0	0	0	5	NEUROLOGIA	4	0	0	0	0	4	OTORRINOLARINGOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H81.8	OTROS TRASTORNOS DE LA FUNCION VESTIBULAR	1	0	0	1	4	OTORRINOLARINGOLOGIA	1	3	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H81.9	TRASTORNO DE LA FUNCION VESTIBULAR NO ESPECIFICADO	1	0	0	1	4	OTORRINOLARINGOLOGIA	0	3	1	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H90.0	HIPOACUSIA CONDUCTIVA BILATERAL	0	0	0	0	5	OTORRINOLARINGOLOGIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H90.1	HIPOACUSIA CONDUCTIVA UNILATERAL CON AUDICION IRRESTRICTA CONTRALATERAL	0	0	0	0	5	OTORRINOLARINGOLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H90.2	HIPOACUSIA CONDUCTIVA SIN OTRA ESPECIFICACION	0	0	0	0	5	OTORRINOLARINGOLOGIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H90.3	HIPOACUSIA NEUROSENSORIAL BILATERAL	0	0	0	0	5	OTORRINOLARINGOLOGIA	3	1	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H90.4	HIPOACUSIA NEUROSENSORIAL UNILATERAL CON AUDICION IRRESTRICTA CONTRALATERAL	0	0	0	0	5	OTORRINOLARINGOLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H90.5	HIPOACUSIA NEUROSENSORIAL SIN OTRA ESPECIFICACION	0	0	0	0	5	OTORRINOLARINGOLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H90.6	HIPOACUSIA MIXTA CONDUCTIVA Y NEUROSENSORIAL BILATERAL	0	0	0	0	5	OTORRINOLARINGOLOGIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H90.7	HIPOACUSIA MIXTA CONDUCTIVA Y NEUROSENSORIAL UNILATERAL CON AUDICION IRRESTRICTA CONTRALATERAL	0	0	0	0	5	OTORRINOLARINGOLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H90.8	HIPOACUSIA MIXTA CONDUCTIVA Y NEUROSENSORIAL NO ESPECIFICADA	0	0	0	0	5	OTORRINOLARINGOLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H91.0	HIPOACUSIA OTOTOXICA	0	0	0	0	5	OTORRINOLARINGOLOGIA	3	1	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H91.1	PRESBIACUSIA	0	0	0	0	5	OTORRINOLARINGOLOGIA	1	2	1	0	0	4	OFTALMOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H91.2	HIPOACUSIA SUBITA IDIOPATICA	0	0	0	0	5	OTORRINOLARINGOLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H91.3	SORDOMUDEZ NO CLASIFICADA EN OTRA PARTE	0	0	0	0	5	OTORRINOLARINGOLOGIA	3	0	2	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H91.8	OTRAS HIPOACUSIAS ESPECIFICADAS	0	0	1	1	4	OTORRINOLARINGOLOGIA	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H91.9	HIPOACUSIA NO ESPECIFICADA	0	0	1	1	4	OTORRINOLARINGOLOGIA	1	3	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H93.0	TRASTORNOS DEGENERATIVOS Y VASCULARES DEL OIDO	0	0	0	0	5	OTORRINOLARINGOLOGIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H93.1	TINNITUS	1	0	2	3	2	OTORRINOLARINGOLOGIA	0	1	1	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H93.2	OTRAS PERCEPCIONES AUDITIVAS ANORMALES	0	0	0	0	5	OTORRINOLARINGOLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H93.3	TRASTORNOS DEL NERVIO AUDITIVO	0	0	0	0	5	OTORRINOLARINGOLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H93.8	OTROS TRASTORNOS ESPECIFICADOS DEL OIDO	3	0	0	3	2	OTORRINOLARINGOLOGIA	0	2	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
H93.9	TRASTORNO DEL OIDO NO ESPECIFICADO	3	0	0	3	2	OTORRINOLARINGOLOGIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
I10	HIPERTENSION ESENCIAL (PRIMARIA)	0	1	3	4	1	GERIATRIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
I48	FIBRILACION Y ALETEO AURICULAR	0	0	0	0	5	CARDIOLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
I11.0	ENFERMEDAD CARDIACA HIPERTENSIVA CON INSUFICIENCIA CARDIACA (CONGESTIVA)	0	0	0	0	5	CARDIOLOGIA	3	0	0	0	0	3	GINECOLOGIA Y OBSTETRICIA	1	0	0	0	0	1	GERIATRIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	E
I11.9	ENFERMEDAD CARDIACA HIPERTENSIVA SIN INSUFICIENCIA CARDIACA (CONGESTIVA)	0	0	3	3	2	CARDIOLOGIA	2	0	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
I25.0	ENFERMEDAD CARDIOVASCULAR ATEROSCLEROTICA ASI DESCRITA	2	0	1	3	2	CARDIOLOGIA	2	0	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
I25.1	ENFERMEDAD ATEROSCLEROTICA DEL CORAZON	1	0	1	2	3	CARDIOLOGIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
I25.2	INFARTO ANTIGUO DEL MIOCARDIO	1	0	0	1	4	CARDIOLOGIA	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
I25.3	ANEURISMA CARDIACO	1	0	0	1	4	CARDIOLOGIA	2	1	0	0	0	3	CIRUGIA VASCULAR	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
I25.5	CARDIOMIOPATIA ISQUEMICA	0	0	1	1	4	CARDIOLOGIA	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
I25.6	ISQUEMIA SILENTE DEL MIOCARDIO	1	0	0	1	4	CARDIOLOGIA	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
I25.8	OTRAS FORMAS DE ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON	0	0	1	1	4	CARDIOLOGIA	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
I25.9	ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON NO ESPECIFICADA	0	0	2	2	3	CARDIOLOGIA	2	0	0	0	0	2	ANESTESIA, ANALGESIA Y REANIMACION	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
I49.0	FIBRILACION Y ALETEO VENTRICULAR	0	0	0	0	5	CARDIOLOGIA	4	0	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
I49.1	DESPOLARIZACION AURICULAR PREMATURA	0	0	0	0	5	CARDIOLOGIA	4	0	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
I49.2	DESPOLARIZACION PREMATURA NODAL	0	0	0	0	5	CARDIOLOGIA	4	0	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
I49.3	DESPOLARIZACION VENTRICULAR PREMATURA	0	0	0	0	5	CARDIOLOGIA	4	0	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
I49.4	OTROS TIPOS DE DESPOLARIZACION PREMATURA Y LOS NO ESPECIFICADOS	0	0	0	0	5	CARDIOLOGIA	4	0	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
I49.5	SINDROME DEL SENO ENFERMO	0	0	1	1	4	CARDIOLOGIA	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
I49.8	OTRAS ARRITMIAS CARDIACAS ESPECIFICADAS	0	0	1	1	4	CARDIOLOGIA	2	2	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	E
